Date,Amount,Category
2019-06-25,10,Social Life
2019-06-25,1870,Education
2019-06-26,10.3,Social Life
2019-06-26,1154,Apparel
2019-06-27,10.4,Social Life
2019-06-28,12,Social Life
2019-06-28,4323,Apparel
2019-06-29,8.5,Social Life
2019-06-29,9860,Other
2019-06-30,14.4,Social Life
2019-07-01,13.1,Social Life
2019-07-01,9315,Food
2019-07-02,14,Social Life
2019-07-02,5876,Transportation
2019-07-03,11.8,Social Life
2019-07-03,4117,Food
2019-07-04,13.9,Social Life
2019-07-04,1123,Beauty
2019-07-05,12.9,Social Life
2019-07-05,9501,Transportation
2019-07-06,11,Social Life
2019-07-06,6538,Apparel
2019-07-07,11.8,Social Life
2019-07-07,1774,Cash
2019-07-08,10.7,Social Life
2019-07-09,11.2,Social Life
2019-07-09,3438,Food
2019-07-10,10.3,Social Life
2019-07-10,8246,Beauty
2019-07-11,12.2,Social Life
2019-07-11,9676,Gift
2019-07-12,12.4,Social Life
2019-07-12,7730,Gift
2019-07-13,14.7,Social Life
2019-07-13,8852,Household
2019-07-14,15.1,Social Life
2019-07-14,9939,Allowance
2019-07-15,15,Social Life
2019-07-15,1875,Transportation
2019-07-16,14,Social Life
2019-07-16,1611,Household
2019-07-17,15.2,Social Life
2019-07-17,8543,Salary
2019-07-18,14.2,Social Life
2019-07-18,3581,Education
2019-07-19,8.7,Social Life
2019-07-19,7871,Household
2019-07-20,11,Social Life
2019-07-20,4765,Other
2019-07-21,14.2,Social Life
2019-07-21,8659,Gift
2019-07-22,15.2,Social Life
2019-07-22,265,Apparel
2019-07-23,12.2,Social Life
2019-07-23,4491,Allowance
2019-07-24,13,Social Life
2019-07-24,2671,Beauty
2019-07-25,14.7,Social Life
2019-07-25,7968,Food
2019-07-26,17.2,Social Life
2019-07-26,9734,Transportation
2019-07-27,13.7,Social Life
2019-07-27,1736,Cash
2019-07-28,14.8,Social Life
2019-07-28,3327,Food
2019-07-29,13.8,Social Life
2019-07-29,1745,Allowance
2019-07-30,13.7,Social Life
2019-07-30,7950,Cash
2019-07-31,13.1,Social Life
2019-07-31,3886,Apparel
2019-08-01,12.7,Social Life
2019-08-02,12.3,Social Life
2019-08-02,5114,Salary
2019-08-03,12.4,Social Life
2019-08-03,623,Other
2019-08-04,13,Social Life
2019-08-04,8573,Education
2019-08-05,13.5,Social Life
2019-08-05,3104,Apparel
2019-08-06,13.5,Social Life
2019-08-06,8623,Household
2019-08-07,14.7,Social Life
2019-08-07,95,Household
2019-08-08,13.4,Social Life
2019-08-09,15.9,Social Life
2019-08-09,333,Education
2019-08-10,16,Social Life
2019-08-10,4263,Gift
2019-08-11,15.3,Social Life
2019-08-11,5931,Gift
2019-08-12,15.5,Social Life
2019-08-12,8771,Transportation
2019-08-13,18.2,Social Life
2019-08-13,2268,Other
2019-08-14,18.6,Social Life
2019-08-14,9657,Gift
2019-08-15,18.5,Social Life
2019-08-15,3804,Other
2019-08-16,19.2,Social Life
2019-08-16,3931,Education
2019-08-17,14.2,Social Life
2019-08-17,6428,Beauty
2019-08-18,12.8,Social Life
2019-08-18,1544,Cash
2019-08-19,13.1,Social Life
2019-08-19,9181,Allowance
2019-08-20,15.4,Social Life
2019-08-20,4276,Cash
2019-08-21,17.3,Social Life
2019-08-21,3361,Household
2019-08-22,14.5,Social Life
2019-08-22,2749,Apparel
2019-08-23,19.5,Social Life
2019-08-24,20.2,Social Life
2019-08-24,6270,Beauty
2019-08-25,16.3,Social Life
2019-08-25,2257,Other
2019-08-26,13,Social Life
2019-08-26,7643,Other
2019-08-27,13.3,Social Life
2019-08-27,9933,Gift
2019-08-28,13.3,Social Life
2019-08-28,1212,Beauty
2019-08-29,19,Social Life
2019-08-30,16.8,Social Life
2019-08-30,2538,Cash
2019-08-31,19.2,Social Life
2019-08-31,8593,Allowance
2019-09-01,18.5,Social Life
2019-09-01,7785,Food
2019-09-02,19,Social Life
2019-09-02,306,Salary
2019-09-03,17.4,Social Life
2019-09-03,9710,Gift
2019-09-04,15.3,Social Life
2019-09-04,9503,Education
2019-09-05,15.8,Social Life
2019-09-05,6165,Education
2019-09-06,18.7,Social Life
2019-09-06,6038,Apparel
2019-09-07,17.8,Social Life
2019-09-07,7309,Household
2019-09-08,16.5,Social Life
2019-09-08,7597,Other
2019-09-09,15.3,Social Life
2019-09-09,5438,Transportation
2019-09-10,13.2,Social Life
2019-09-10,7463,Cash
2019-09-11,12,Social Life
2019-09-11,2331,Beauty
2019-09-12,14,Social Life
2019-09-12,4010,Salary
2019-09-13,9.5,Social Life
2019-09-14,13,Social Life
2019-09-14,9211,Household
2019-09-15,17.6,Social Life
2019-09-15,8048,Gift
2019-09-16,19.6,Social Life
2019-09-16,265,Beauty
2019-09-17,17.2,Social Life
2019-09-17,8619,Gift
2019-09-18,17.3,Social Life
2019-09-18,4440,Transportation
2019-09-19,17,Social Life
2019-09-19,7026,Transportation
2019-09-20,16.3,Social Life
2019-09-20,1635,Gift
2019-09-21,17.3,Social Life
2019-09-21,6506,Food
2019-09-22,20.3,Social Life
2019-09-22,2696,Allowance
2019-09-23,16.9,Social Life
2019-09-23,335,Gift
2019-09-24,13.5,Social Life
2019-09-25,13.3,Social Life
2019-09-25,6523,Beauty
2019-09-26,20.7,Social Life
2019-09-26,2579,Household
2019-09-27,19.8,Social Life
2019-09-27,6197,Household
2019-09-28,20.8,Social Life
2019-09-28,855,Allowance
2019-09-29,19.8,Social Life
2019-09-29,5699,Apparel
2019-09-30,19.5,Social Life
2019-09-30,6968,Gift
2019-10-01,23.4,Social Life
2019-10-01,6270,Salary
2019-10-02,14.2,Social Life
2019-10-02,4063,Salary
2019-10-03,14.2,Social Life
2019-10-04,16.6,Social Life
2019-10-04,5342,Transportation
2019-10-05,17,Social Life
2019-10-05,210,Other
2019-10-06,15.6,Social Life
2019-10-06,7047,Gift
2019-10-07,14.8,Social Life
2019-10-07,6842,Other
2019-10-08,17.2,Social Life
2019-10-08,9896,Education
2019-10-09,20.2,Social Life
2019-10-09,7457,Food
2019-10-10,16.7,Social Life
2019-10-10,273,Education
2019-10-11,18.2,Social Life
2019-10-11,1441,Food
2019-10-12,18.1,Social Life
2019-10-12,5308,Salary
2019-10-13,22.5,Social Life
2019-10-13,7884,Food
2019-10-14,23.4,Social Life
2019-10-14,8541,Salary
2019-10-15,15.3,Social Life
2019-10-15,3113,Allowance
2019-10-16,13.7,Social Life
2019-10-16,1468,Apparel
2019-10-17,15.6,Social Life
2019-10-17,9594,Education
2019-10-18,18.9,Social Life
2019-10-18,8718,Beauty
2019-10-19,15.1,Social Life
2019-10-19,1402,Food
2019-10-20,16.6,Social Life
2019-10-20,9364,Gift
2019-10-21,17.7,Social Life
2019-10-21,2034,Salary
2019-10-22,23,Social Life
2019-10-22,2197,Apparel
2019-10-23,16.8,Social Life
2019-10-23,5504,Salary
2019-10-24,21.3,Social Life
2019-10-24,3059,Education
2019-10-25,17.9,Social Life
2019-10-25,437,Gift
2019-10-26,23.6,Social Life
2019-10-26,8876,Food
2019-10-27,25.3,Social Life
2019-10-27,8155,Education
2019-10-28,14.5,Social Life
2019-10-28,3928,Salary
2019-10-29,16.9,Social Life
2019-10-29,1172,Household
2019-10-30,16.3,Social Life
2019-10-30,7151,Education
2019-10-31,17.7,Social Life
2019-10-31,7119,Household
2019-11-01,18,Social Life
2019-11-01,4527,Allowance
2019-11-02,21.7,Social Life
2019-11-02,9611,Allowance
2019-11-03,22.3,Social Life
2019-11-03,6307,Salary
2019-11-04,15.5,Social Life
2019-11-04,4769,Beauty
2019-11-05,16.7,Social Life
2019-11-05,4326,Education
2019-11-06,24.3,Social Life
2019-11-06,1271,Education
2019-11-07,23.5,Social Life
2019-11-07,1955,Beauty
2019-11-08,27.7,Social Life
2019-11-08,6624,Allowance
2019-11-09,18,Social Life
2019-11-09,6639,Salary
2019-11-10,15.6,Social Life
2019-11-10,4976,Cash
2019-11-11,19,Social Life
2019-11-11,3122,Household
2019-11-12,19.5,Social Life
2019-11-12,8434,Allowance
2019-11-13,20.1,Social Life
2019-11-13,6460,Gift
2019-11-14,31.3,Social Life
2019-11-14,2326,Apparel
2019-11-15,15.6,Social Life
2019-11-15,4172,Transportation
2019-11-16,12.8,Social Life
2019-11-16,1600,Cash
2019-11-17,13.8,Social Life
2019-11-18,15.8,Social Life
2019-11-18,5387,Salary
2019-11-19,16.4,Social Life
2019-11-19,4593,Other
2019-11-20,17.6,Social Life
2019-11-21,28.2,Social Life
2019-11-22,25.5,Social Life
2019-11-22,6701,Cash
2019-11-23,22.7,Social Life
2019-11-23,2392,Cash
2019-11-24,28,Social Life
2019-11-24,5691,Food
2019-11-25,17,Social Life
2019-11-26,22.6,Social Life
2019-11-26,7202,Beauty
2019-11-27,24.5,Social Life
2019-11-27,9996,Allowance
2019-11-28,25.6,Social Life
2019-11-28,4492,Allowance
2019-11-29,27.5,Social Life
2019-11-29,8487,Gift
2019-11-30,18.5,Social Life
2019-11-30,9499,Cash
2019-12-01,18.2,Social Life
2019-12-01,6297,Household
2019-12-02,18.8,Social Life
2019-12-02,6020,Gift
2019-12-03,17.8,Social Life
2019-12-04,18.9,Social Life
2019-12-04,2696,Cash
2019-12-05,24,Social Life
2019-12-05,5297,Education
2019-12-06,20.9,Social Life
2019-12-06,3362,Salary
2019-12-07,16.8,Social Life
2019-12-07,6019,Apparel
2019-12-08,18.5,Social Life
2019-12-08,523,Cash
2019-12-09,20.6,Social Life
2019-12-09,5734,Other
2019-12-10,24.9,Social Life
2019-12-10,4059,Apparel
2019-12-11,28.1,Social Life
2019-12-11,7477,Beauty
2019-12-12,25.7,Social Life
2019-12-13,19.2,Social Life
2019-12-13,1869,Salary
2019-12-14,32.7,Social Life
2019-12-14,983,Beauty
2019-12-15,21.3,Social Life
2019-12-15,1292,Allowance
2019-12-16,20.4,Social Life
2019-12-16,156,Education
2019-12-17,20.5,Social Life
2019-12-17,4200,Transportation
2019-12-18,22.8,Social Life
2019-12-18,7647,Education
2019-12-19,35.3,Social Life
2019-12-19,2601,Other
2019-12-20,38.7,Social Life
2019-12-21,21.4,Social Life
2019-12-21,2938,Cash
2019-12-22,23.3,Social Life
2019-12-22,55,Apparel
2019-12-23,22,Social Life
2019-12-23,3104,Household
2019-12-24,31.7,Social Life
2019-12-24,1177,Other
2019-12-25,23.4,Social Life
2019-12-25,8307,Cash
2019-12-26,19.1,Social Life
2019-12-26,1923,Beauty
2019-12-27,19.5,Social Life
2019-12-27,4623,Cash
2019-12-28,30,Social Life
2019-12-28,3507,Beauty
2019-12-29,32.4,Social Life
2019-12-29,6231,Beauty
2019-12-30,33.6,Social Life
2019-12-30,7417,Allowance
2019-12-31,30,Social Life
2019-12-31,5402,Beauty
2020-01-01,27.7,Social Life
2020-01-01,7304,Transportation
2020-01-02,28.1,Social Life
2020-01-02,6661,Transportation
2020-01-03,23.7,Social Life
2020-01-03,4294,Allowance
2020-01-04,20.6,Social Life
2020-01-04,6925,Beauty
2020-01-05,32.3,Social Life
2020-01-05,492,Beauty
2020-01-06,31.2,Social Life
2020-01-06,7095,Beauty
2020-01-07,21.5,Social Life
2020-01-08,23,Social Life
2020-01-08,4997,Allowance
2020-01-09,21.9,Social Life
2020-01-09,8114,Other
2020-01-10,23,Social Life
2020-01-10,7785,Gift
2020-01-11,21.6,Social Life
2020-01-11,8756,Household
2020-01-12,27.2,Social Life
2020-01-12,2856,Cash
2020-01-13,29.2,Social Life
2020-01-13,163,Allowance
2020-01-14,32,Social Life
2020-01-14,7936,Beauty
2020-01-15,22.5,Social Life
2020-01-15,9641,Salary
2020-01-16,23.9,Social Life
2020-01-16,4044,Transportation
2020-01-17,19.7,Social Life
2020-01-17,890,Allowance
2020-01-18,19.5,Social Life
2020-01-18,2102,Salary
2020-01-19,22,Social Life
2020-01-19,1858,Apparel
2020-01-20,22.1,Social Life
2020-01-20,6158,Salary
2020-01-21,19.7,Social Life
2020-01-21,5039,Household
2020-01-22,19.4,Social Life
2020-01-22,9428,Other
2020-01-23,30.5,Social Life
2020-01-23,3937,Gift
2020-01-24,28.5,Social Life
2020-01-24,7678,Apparel
2020-01-25,20.2,Social Life
2020-01-25,4132,Beauty
2020-01-26,19,Social Life
2020-01-26,4041,Salary
2020-01-27,20.2,Social Life
2020-01-27,7927,Food
2020-01-28,22.6,Social Life
2020-01-28,9018,Allowance
2020-01-29,28.4,Social Life
2020-01-29,3204,Salary
2020-01-30,18.6,Social Life
2020-01-30,1969,Education
2020-01-31,20.3,Social Life
2020-02-01,19,Social Life
2020-02-01,5879,Transportation
2020-02-02,26.2,Social Life
2020-02-02,3285,Education
2020-02-03,30,Social Life
2020-02-03,5410,Food
2020-02-04,24.2,Social Life
2020-02-04,7725,Food
2020-02-05,23.4,Social Life
2020-02-05,5421,Transportation
2020-02-06,34.7,Social Life
2020-02-06,6255,Other
2020-02-07,20.4,Social Life
2020-02-07,8171,Food
2020-02-08,20.7,Social Life
2020-02-08,1754,Apparel
2020-02-09,20,Social Life
2020-02-09,3558,Gift
2020-02-10,19.5,Social Life
2020-02-10,8036,Education
2020-02-11,31.6,Social Life
2020-02-11,688,Allowance
2020-02-12,33.7,Social Life
2020-02-12,4901,Transportation
2020-02-13,23.5,Social Life
2020-02-14,24.6,Social Life
2020-02-14,8952,Other
2020-02-15,33.9,Social Life
2020-02-15,473,Beauty
2020-02-16,22.4,Social Life
2020-02-16,8512,Household
2020-02-17,24.3,Social Life
2020-02-17,7977,Household
2020-02-18,29.5,Social Life
2020-02-18,6548,Apparel
2020-02-19,31.7,Social Life
2020-02-19,2898,Food
2020-02-20,32.9,Social Life
2020-02-20,7952,Allowance
2020-02-21,20.5,Social Life
2020-02-22,28.5,Social Life
2020-02-22,3945,Education
2020-02-23,27.3,Social Life
2020-02-23,8097,Apparel
2020-02-24,19.5,Social Life
2020-02-24,5464,Education
2020-02-25,21.4,Social Life
2020-02-25,1891,Transportation
2020-02-26,33.2,Social Life
2020-02-26,7160,Gift
2020-02-27,35,Social Life
2020-02-27,9699,Other
2020-02-28,18.1,Social Life
2020-02-28,5166,Beauty
2020-02-29,17.2,Social Life
2020-02-29,8271,Food
2020-03-01,18.1,Social Life
2020-03-01,6948,Transportation
2020-03-02,19.5,Social Life
2020-03-02,1439,Apparel
2020-03-03,21.5,Social Life
2020-03-03,5305,Other
2020-03-04,29.2,Social Life
2020-03-04,7253,Food
2020-03-05,33.8,Social Life
2020-03-05,3860,Cash
2020-03-06,20.8,Social Life
2020-03-06,1088,Allowance
2020-03-07,17.5,Social Life
2020-03-07,5677,Allowance
2020-03-08,21,Social Life
2020-03-08,547,Food
2020-03-09,27.4,Social Life
2020-03-09,9465,Gift
2020-03-10,21.2,Social Life
2020-03-10,6441,Beauty
2020-03-11,27.1,Social Life
2020-03-11,6170,Household
2020-03-12,22.8,Social Life
2020-03-12,4632,Salary
2020-03-13,18.7,Social Life
2020-03-13,3275,Allowance
2020-03-14,19,Social Life
2020-03-15,19.7,Social Life
2020-03-15,7841,Household
2020-03-16,28.7,Social Life
2020-03-16,5970,Cash
2020-03-17,25.5,Social Life
2020-03-17,4281,Salary
2020-03-18,18.4,Social Life
2020-03-18,7438,Allowance
2020-03-19,18.5,Social Life
2020-03-19,867,Apparel
2020-03-20,23.6,Social Life
2020-03-20,8362,Transportation
2020-03-21,26.9,Social Life
2020-03-21,1883,Beauty
2020-03-22,28,Social Life
2020-03-22,8590,Beauty
2020-03-23,24.7,Social Life
2020-03-23,7985,Education
2020-03-24,21.5,Social Life
2020-03-24,2504,Household
2020-03-25,17.5,Social Life
2020-03-25,140,Apparel
2020-03-26,16.1,Social Life
2020-03-26,5448,Household
2020-03-27,18.7,Social Life
2020-03-27,2675,Gift
2020-03-28,24.5,Social Life
2020-03-28,5408,Food
2020-03-29,27.6,Social Life
2020-03-29,5824,Beauty
2020-03-30,17.4,Social Life
2020-03-30,915,Transportation
2020-03-31,18.2,Social Life
2020-03-31,4268,Household
2020-04-01,19.7,Social Life
2020-04-01,5409,Salary
2020-04-02,18.5,Social Life
2020-04-02,5412,Allowance
2020-04-03,17.7,Social Life
2020-04-03,2162,Beauty
2020-04-04,20.7,Social Life
2020-04-05,21.2,Social Life
2020-04-05,9489,Education
2020-04-06,17.2,Social Life
2020-04-06,1406,Allowance
2020-04-07,21.5,Social Life
2020-04-07,2301,Other
2020-04-08,22,Social Life
2020-04-08,3767,Other
2020-04-09,23.2,Social Life
2020-04-09,8713,Beauty
2020-04-10,25.4,Social Life
2020-04-10,1011,Education
2020-04-11,24.6,Social Life
2020-04-11,5436,Cash
2020-04-12,24.8,Social Life
2020-04-12,4259,Food
2020-04-13,25,Social Life
2020-04-13,4194,Apparel
2020-04-14,25,Social Life
2020-04-15,18.2,Social Life
2020-04-16,21.5,Social Life
2020-04-16,8013,Cash
2020-04-17,16.2,Social Life
2020-04-17,7728,Allowance
2020-04-18,17.3,Social Life
2020-04-18,651,Apparel
2020-04-19,15.5,Social Life
2020-04-19,742,Other
2020-04-20,16.4,Social Life
2020-04-20,2257,Other
2020-04-21,19.6,Social Life
2020-04-21,6136,Household
2020-04-22,18.5,Social Life
2020-04-22,2017,Transportation
2020-04-23,16.5,Social Life
2020-04-23,8238,Allowance
2020-04-24,16,Social Life
2020-04-24,725,Transportation
2020-04-25,17.7,Social Life
2020-04-25,2599,Allowance
2020-04-26,19.2,Social Life
2020-04-26,4005,Transportation
2020-04-27,16.8,Social Life
2020-04-27,150,Apparel
2020-04-28,16.5,Social Life
2020-04-28,1540,Transportation
2020-04-29,22.5,Social Life
2020-04-29,3993,Household
2020-04-30,22.7,Social Life
2020-04-30,1293,Gift
2020-05-01,23.5,Social Life
2020-05-01,9558,Cash
2020-05-02,19,Social Life
2020-05-03,15.5,Social Life
2020-05-03,9443,Gift
2020-05-04,13.5,Social Life
2020-05-04,8067,Apparel
2020-05-05,14,Social Life
2020-05-05,7384,Education
2020-05-06,14.7,Social Life
2020-05-06,3137,Salary
2020-05-07,15.6,Social Life
2020-05-07,691,Education
2020-05-08,17,Social Life
2020-05-08,4324,Gift
2020-05-09,18,Social Life
2020-05-09,7130,Education
2020-05-10,19.6,Social Life
2020-05-10,6626,Allowance
2020-05-11,17.1,Social Life
2020-05-11,1318,Salary
2020-05-12,16.7,Social Life
2020-05-12,4657,Cash
2020-05-13,16.9,Social Life
2020-05-13,9343,Food
2020-05-14,18.2,Social Life
2020-05-14,3493,Food
2020-05-15,19.4,Social Life
2020-05-15,3625,Apparel
2020-05-16,22,Social Life
2020-05-16,7427,Gift
2020-05-17,21.7,Social Life
2020-05-17,6500,Salary
2020-05-18,22,Social Life
2020-05-18,9349,Household
2020-05-19,22.2,Social Life
2020-05-19,3725,Beauty
2020-05-20,20,Social Life
2020-05-20,680,Household
2020-05-21,16.5,Social Life
2020-05-21,420,Salary
2020-05-22,15.6,Social Life
2020-05-22,6668,Food
2020-05-23,15,Social Life
2020-05-23,7274,Apparel
2020-05-24,16.6,Social Life
2020-05-24,9550,Beauty
2020-05-25,18.7,Social Life
2020-05-25,659,Household
2020-05-26,18.7,Social Life
2020-05-26,8495,Salary
2020-05-27,18.1,Social Life
2020-05-27,7737,Beauty
2020-05-28,15.6,Social Life
2020-05-28,2814,Household
2020-05-29,20.1,Social Life
2020-05-29,8390,Allowance
2020-05-30,20.3,Social Life
2020-05-30,3287,Allowance
2020-05-31,15.2,Social Life
2020-05-31,3926,Other
2020-06-01,17.1,Social Life
2020-06-01,288,Gift
2020-06-02,16.3,Social Life
2020-06-02,4692,Salary
2020-06-03,18.3,Social Life
2020-06-03,8683,Household
2020-06-04,18.3,Social Life
2020-06-04,7373,Household
2020-06-05,19,Social Life
2020-06-05,6716,Education
2020-06-06,20,Social Life
2020-06-06,4520,Household
2020-06-07,15.7,Social Life
2020-06-07,8792,Apparel
2020-06-08,14.9,Social Life
2020-06-08,6146,Cash
2020-06-09,13.1,Social Life
2020-06-09,9132,Food
2020-06-10,13.6,Social Life
2020-06-10,7004,Apparel
2020-06-11,13.8,Social Life
2020-06-12,15,Social Life
2020-06-12,6147,Food
2020-06-13,16.9,Social Life
2020-06-13,3022,Food
2020-06-14,18.3,Social Life
2020-06-14,1749,Apparel
2020-06-15,16.4,Social Life
2020-06-15,8156,Transportation
2020-06-16,14,Social Life
2020-06-16,3673,Allowance
2020-06-17,12.5,Social Life
2020-06-17,6093,Household
2020-06-18,12.8,Social Life
2020-06-18,7179,Allowance
2020-06-19,12.2,Social Life
2020-06-19,6178,Food
2020-06-20,14.2,Social Life
2020-06-20,9511,Household
2020-06-21,14.2,Social Life
2020-06-21,2763,Apparel
2020-06-22,15.5,Social Life
2020-06-22,374,Apparel
2020-06-23,15.1,Social Life
2020-06-23,5890,Cash
2020-06-24,14.4,Social Life
2020-06-24,9431,Education
2020-06-25,12.9,Social Life
2020-06-25,5285,Transportation
2020-06-26,10.8,Social Life
2020-06-26,5997,Beauty
2020-06-27,11.7,Social Life
2020-06-27,4620,Salary
2020-06-28,13.3,Social Life
2020-06-28,6897,Education
2020-06-29,12.4,Social Life
2020-06-29,1498,Food
2020-06-30,13.4,Social Life
2020-06-30,7412,Gift
2020-07-01,10.6,Social Life
2020-07-01,7178,Salary
2020-07-02,7,Social Life
2020-07-02,1618,Beauty
2020-07-03,12.6,Social Life
2020-07-03,963,Gift
2020-07-04,13.2,Social Life
2020-07-05,12.1,Social Life
2020-07-05,6431,Cash
2020-07-06,10.3,Social Life
2020-07-06,5931,Education
2020-07-07,15.7,Social Life
2020-07-07,9762,Salary
2020-07-08,11.7,Social Life
2020-07-08,4276,Household
2020-07-09,15.1,Social Life
2020-07-10,15.8,Social Life
2020-07-10,7332,Other
2020-07-11,15,Social Life
2020-07-11,2013,Other
2020-07-12,11.6,Social Life
2020-07-12,4524,Gift
2020-07-13,11.4,Social Life
2020-07-13,8205,Beauty
2020-07-14,10,Social Life
2020-07-14,266,Allowance
2020-07-15,14.7,Social Life
2020-07-15,5296,Other
2020-07-16,13.6,Social Life
2020-07-16,3577,Beauty
2020-07-17,13.2,Social Life
2020-07-17,9321,Education
2020-07-18,11,Social Life
2020-07-18,6011,Transportation
2020-07-19,13,Social Life
2020-07-19,7983,Other
2020-07-20,12,Social Life
2020-07-20,5926,Allowance
2020-07-21,10.6,Social Life
2020-07-22,13.3,Social Life
2020-07-22,5977,Cash
2020-07-23,14.5,Social Life
2020-07-23,4669,Gift
2020-07-24,13.5,Social Life
2020-07-24,5314,Education
2020-07-25,15.9,Social Life
2020-07-25,4345,Other
2020-07-26,12.8,Social Life
2020-07-26,8793,Allowance
2020-07-27,11.7,Social Life
2020-07-27,5049,Apparel
2020-07-28,13,Social Life
2020-07-28,9317,Gift
2020-07-29,14,Social Life
2020-07-29,4130,Household
2020-07-30,16,Social Life
2020-07-30,9518,Transportation
2020-07-31,17,Social Life
2020-07-31,2520,Transportation
2020-08-01,16.3,Social Life
2020-08-01,5653,Allowance
2020-08-02,17.6,Social Life
2020-08-02,8046,Allowance
2020-08-03,19.5,Social Life
2020-08-03,6106,Allowance
2020-08-04,14,Social Life
2020-08-04,9603,Beauty
2020-08-05,17.5,Social Life
2020-08-05,396,Food
2020-08-06,19.2,Social Life
2020-08-06,657,Food
2020-08-07,18.5,Social Life
2020-08-07,9850,Salary
2020-08-08,15.1,Social Life
2020-08-08,3159,Food
2020-08-09,15.4,Social Life
2020-08-09,2230,Gift
2020-08-10,13.3,Social Life
2020-08-10,6098,Allowance
2020-08-11,13.1,Social Life
2020-08-11,6965,Cash
2020-08-12,12.8,Social Life
2020-08-12,7631,Apparel
2020-08-13,12,Social Life
2020-08-13,5391,Transportation
2020-08-14,13.3,Social Life
2020-08-14,6000,Household
2020-08-15,12.9,Social Life
2020-08-16,15.4,Social Life
2020-08-16,8448,Beauty
2020-08-17,13.4,Social Life
2020-08-17,6189,Beauty
2020-08-18,15.1,Social Life
2020-08-18,866,Other
2020-08-19,14.7,Social Life
2020-08-19,82,Cash
2020-08-20,14.9,Social Life
2020-08-20,4300,Household
2020-08-21,16.8,Social Life
2020-08-22,15.8,Social Life
2020-08-22,5826,Beauty
2020-08-23,17,Social Life
2020-08-23,7298,Salary
2020-08-24,14.1,Social Life
2020-08-25,16.5,Social Life
2020-08-25,8749,Beauty
2020-08-26,12.4,Social Life
2020-08-26,1230,Beauty
2020-08-27,12.7,Social Life
2020-08-27,3199,Transportation
2020-08-28,14.6,Social Life
2020-08-28,7105,Beauty
2020-08-29,17.6,Social Life
2020-08-29,9615,Other
2020-08-30,19.6,Social Life
2020-08-30,3885,Gift
2020-08-31,17.3,Social Life
2020-08-31,6284,Other
2020-09-01,17.9,Social Life
2020-09-01,9551,Apparel
2020-09-02,17.8,Social Life
2020-09-02,3751,Household
2020-09-03,13,Social Life
2020-09-03,2746,Salary
2020-09-04,13.2,Social Life
2020-09-04,922,Apparel
2020-09-05,17.1,Social Life
2020-09-05,6405,Education
2020-09-06,19.6,Social Life
2020-09-06,4801,Other
2020-09-07,16.3,Social Life
2020-09-07,7158,Apparel
2020-09-08,16.9,Social Life
2020-09-08,7360,Allowance
2020-09-09,22.2,Social Life
2020-09-09,2661,Allowance
2020-09-10,12,Social Life
2020-09-11,14.2,Social Life
2020-09-11,7828,Salary
2020-09-12,16.8,Social Life
2020-09-12,330,Education
2020-09-13,16.9,Social Life
2020-09-13,434,Allowance
2020-09-14,22,Social Life
2020-09-14,6006,Allowance
2020-09-15,16.4,Social Life
2020-09-15,5700,Cash
2020-09-16,14.2,Social Life
2020-09-16,3155,Household
2020-09-17,11.8,Social Life
2020-09-17,8666,Allowance
2020-09-18,15.2,Social Life
2020-09-18,3778,Education
2020-09-19,12.6,Social Life
2020-09-19,4489,Other
2020-09-20,13.2,Social Life
2020-09-20,2412,Household
2020-09-21,14.4,Social Life
2020-09-21,2402,Household
2020-09-22,15,Social Life
2020-09-22,1296,Cash
2020-09-23,16.5,Social Life
2020-09-23,8409,Transportation
2020-09-24,13.3,Social Life
2020-09-24,7073,Allowance
2020-09-25,14.5,Social Life
2020-09-25,8223,Cash
2020-09-26,16.7,Social Life
2020-09-26,176,Apparel
2020-09-27,13.8,Social Life
2020-09-27,3021,Other
2020-09-28,12.4,Social Life
2020-09-28,7130,Cash
2020-09-29,13.7,Social Life
2020-09-30,19.9,Social Life
2020-09-30,1850,Apparel
2020-10-01,24,Social Life
2020-10-01,4791,Food
2020-10-02,18.7,Social Life
2020-10-02,5595,Food
2020-10-03,18.9,Social Life
2020-10-03,1632,Food
2020-10-04,20.2,Social Life
2020-10-04,1040,Salary
2020-10-05,19.9,Social Life
2020-10-05,1002,Allowance
2020-10-06,24,Social Life
2020-10-06,4216,Apparel
2020-10-07,27.3,Social Life
2020-10-07,9136,Education
2020-10-08,24.2,Social Life
2020-10-08,6348,Education
2020-10-09,18,Social Life
2020-10-09,7765,Other
2020-10-10,21.3,Social Life
2020-10-11,26.6,Social Life
2020-10-11,6235,Apparel
2020-10-12,18.5,Social Life
2020-10-12,8053,Food
2020-10-13,18.2,Social Life
2020-10-13,8783,Allowance
2020-10-14,21,Social Life
2020-10-14,8409,Salary
2020-10-15,12,Social Life
2020-10-15,2949,Gift
2020-10-16,12.2,Social Life
2020-10-16,7732,Education
2020-10-17,14.1,Social Life
2020-10-18,16.5,Social Life
2020-10-18,3021,Allowance
2020-10-19,15.5,Social Life
2020-10-19,5441,Transportation
2020-10-20,15,Social Life
2020-10-20,3968,Salary
2020-10-21,20.8,Social Life
2020-10-21,5194,Other
2020-10-22,27.3,Social Life
2020-10-22,8807,Beauty
2020-10-23,28.4,Social Life
2020-10-23,560,Household
2020-10-24,18.9,Social Life
2020-10-24,247,Allowance
2020-10-25,18.2,Social Life
2020-10-25,2356,Transportation
2020-10-26,25.5,Social Life
